Crop_Type,Temperature_C,Humidity_Percent,Soil_Moisture_Percent,Days_Since_Watering,Plant_Health_Score,Plant_Health_Status
Rice,36.8,69.9,43.6,3,23.2,Stressed
Tomato,22.6,54.1,64.6,4,48.9,Stressed
Soybeans,30.2,69.4,54.6,3,32.5,Stressed
Rice,24.7,80.6,28.5,6,26.0,Stressed
Tomato,15.9,68.8,90.5,1,56.4,Moderate
Corn,19.1,88.1,44.5,6,33.4,Stressed
Soybeans,20.4,42.3,31.4,6,16.9,Stressed
Wheat,20.9,76.0,24.8,8,21.7,Stressed
Wheat,26.1,52.8,45.2,4,33.4,Stressed
Tomato,10.4,64.7,65.8,4,29.0,Stressed
Rice,26.2,37.3,33.5,5,28.0,Stressed
Corn,13.1,88.7,75.4,3,40.6,Stressed
Tomato,27.1,49.2,49.3,3,38.6,Stressed
Corn,20.2,72.6,36.0,6,27.2,Stressed
Corn,25.8,87.1,68.6,1,53.6,Moderate
Corn,17.0,59.4,46.4,6,30.2,Stressed
Soybeans,21.2,79.0,71.8,2,45.5,Stressed
Tomato,12.7,41.3,80.0,3,44.4,Stressed
Soybeans,17.5,73.4,53.2,4,28.8,Stressed
Rice,33.4,62.2,32.1,5,16.0,Stressed
Rice,33.6,56.7,61.4,1,32.4,Stressed
Wheat,17.5,50.5,52.5,6,26.2,Stressed
Wheat,23.0,38.6,46.1,5,30.1,Stressed
Wheat,27.7,62.1,55.0,3,30.1,Stressed
Rice,25.5,53.8,72.9,1,58.3,Moderate
Corn,21.5,69.4,64.2,3,53.9,Moderate
Corn,15.7,64.4,75.0,2,46.1,Stressed
Tomato,30.3,64.9,43.7,4,27.0,Stressed
Rice,22.0,69.4,79.7,1,61.9,Moderate
Wheat,15.1,44.2,76.6,3,48.5,Stressed
Rice,24.7,37.6,62.7,2,43.7,Stressed
Corn,22.9,45.7,45.8,5,34.2,Stressed
Corn,21.9,55.4,83.8,0,66.2,Moderate
Soybeans,25.8,45.7,28.9,6,26.6,Stressed
Soybeans,23.7,41.3,24.4,7,13.4,Stressed
Tomato,31.7,37.1,53.6,2,30.3,Stressed
Rice,19.5,57.5,39.0,5,25.9,Stressed
Soybeans,20.4,56.2,44.9,5,38.4,Stressed
Soybeans,29.6,59.7,47.6,4,33.1,Stressed
Rice,40.0,71.8,23.3,4,2.9,Stressed
Corn,39.0,60.0,36.3,2,6.8,Stressed
Tomato,29.4,68.0,36.6,3,20.8,Stressed
Tomato,22.9,69.3,33.5,6,30.2,Stressed
Tomato,21.8,41.6,13.7,8,13.4,Stressed
Soybeans,22.7,90.4,63.8,4,55.7,Moderate
Corn,14.6,47.3,51.8,6,19.6,Stressed
Tomato,29.1,58.3,52.6,2,29.8,Stressed
Rice,32.9,51.0,30.8,5,22.9,Stressed
Tomato,24.2,58.2,48.3,4,35.4,Stressed
Wheat,37.6,78.9,19.6,4,7.0,Stressed
Corn,41.4,76.8,44.6,1,7.7,Stressed
Wheat,30.3,53.0,20.8,7,13.3,Stressed
Corn,21.0,38.7,69.5,3,46.6,Stressed
Rice,19.9,88.4,69.2,2,50.5,Moderate
Soybeans,29.6,81.7,54.9,2,38.0,Stressed
Soybeans,31.3,25.9,34.7,4,23.5,Stressed
Corn,21.1,62.8,55.5,4,37.8,Stressed
Tomato,18.0,38.7,65.4,3,36.6,Stressed
Wheat,14.7,57.1,57.4,5,32.1,Stressed
Rice,18.7,62.6,58.2,4,36.6,Stressed
Tomato,22.5,68.2,42.2,4,35.7,Stressed
Soybeans,31.5,34.1,17.8,6,7.2,Stressed
Tomato,21.6,83.7,53.8,4,33.8,Stressed
Wheat,6.6,45.0,69.0,4,25.0,Stressed
Soybeans,21.1,52.0,51.2,5,27.8,Stressed
Corn,23.0,62.5,81.8,0,61.5,Moderate
Rice,22.9,51.7,54.2,4,43.6,Stressed
Rice,9.5,67.4,63.1,4,30.1,Stressed
Soybeans,23.0,65.7,63.0,2,47.0,Stressed
Corn,32.9,67.9,22.1,6,14.7,Stressed
Wheat,22.2,64.5,56.1,4,39.3,Stressed
Rice,21.0,39.1,72.2,2,47.9,Stressed
Soybeans,20.4,67.0,45.2,4,37.3,Stressed
Rice,25.9,81.5,26.5,7,28.0,Stressed
Corn,15.9,50.6,80.0,1,55.6,Moderate
Wheat,18.2,59.1,24.6,8,12.2,Stressed
Corn,31.7,74.8,14.4,6,9.0,Stressed
Tomato,29.0,74.6,70.1,1,51.3,Moderate
Corn,21.7,49.2,57.6,3,49.0,Stressed
Corn,27.9,47.0,38.7,4,28.9,Stressed
Rice,19.5,60.1,71.3,2,41.6,Stressed
Corn,19.4,64.7,53.4,5,43.0,Stressed
Soybeans,19.3,71.8,29.5,8,12.5,Stressed
Rice,15.6,28.7,71.3,3,38.2,Stressed
Rice,24.4,56.4,35.1,6,30.4,Stressed
Tomato,36.9,60.7,21.3,5,7.9,Stressed
Soybeans,13.0,35.1,53.4,5,28.3,Stressed
Corn,35.1,63.1,50.6,2,25.5,Stressed
Tomato,8.7,49.1,66.0,4,26.2,Stressed
Soybeans,28.0,75.1,42.7,4,42.1,Stressed
Tomato,13.9,55.0,58.0,4,37.9,Stressed
Wheat,28.1,58.5,52.0,2,41.9,Stressed
Corn,20.1,41.0,76.3,2,50.1,Moderate
Tomato,29.3,79.1,29.6,6,25.6,Stressed
Wheat,20.2,74.1,58.5,4,46.4,Stressed
Corn,28.0,60.8,47.5,4,45.8,Stressed
Tomato,23.7,56.2,7.4,9,0.7,Stressed
Tomato,32.2,73.3,44.8,3,23.3,Stressed
Tomato,23.8,70.4,69.6,2,56.0,Moderate
Tomato,26.2,48.7,44.9,4,33.3,Stressed
Rice,25.3,47.8,47.0,4,39.5,Stressed
Tomato,30.2,46.7,46.1,3,35.0,Stressed
Rice,30.6,58.8,32.3,4,16.2,Stressed
Rice,25.2,54.3,50.5,4,44.9,Stressed
Wheat,14.6,77.6,79.0,1,42.3,Stressed
Corn,19.1,76.3,65.3,3,48.7,Stressed
Rice,29.7,58.2,34.2,5,22.9,Stressed
Soybeans,15.7,69.6,80.0,3,58.3,Moderate
Rice,20.6,74.9,21.7,7,12.4,Stressed
Soybeans,21.3,94.6,20.8,8,15.9,Stressed
Wheat,23.6,71.7,46.7,6,33.4,Stressed
Soybeans,22.7,69.4,28.8,6,27.3,Stressed
Wheat,25.2,24.3,39.7,4,38.9,Stressed
Wheat,18.6,76.6,39.6,6,25.5,Stressed
Wheat,19.7,61.8,58.9,3,38.5,Stressed
Soybeans,35.6,49.4,33.9,4,8.2,Stressed
Soybeans,33.4,48.2,5.7,9,0.0,Stressed
Wheat,28.0,65.7,31.9,5,28.3,Stressed
Wheat,28.7,39.3,26.9,6,15.9,Stressed
Corn,26.5,44.3,66.3,1,50.9,Moderate
Wheat,24.6,71.7,51.7,3,41.1,Stressed
Tomato,19.7,76.0,66.5,2,43.6,Stressed
Corn,33.6,82.1,30.8,4,16.6,Stressed
Corn,36.1,43.5,49.7,2,5.3,Stressed
Corn,21.6,49.1,62.4,2,44.0,Stressed
Tomato,31.5,62.7,42.8,3,17.5,Stressed
Corn,22.2,74.9,60.8,3,47.8,Stressed
Corn,20.1,66.5,5.0,12,0.0,Stressed
Soybeans,22.2,63.1,30.6,7,17.1,Stressed
Soybeans,22.5,51.3,49.4,4,35.1,Stressed
Wheat,28.4,42.8,13.3,8,10.6,Stressed
Wheat,22.1,37.5,79.7,1,71.8,Moderate
Rice,29.9,54.5,59.7,2,43.8,Stressed
Tomato,20.4,49.4,45.7,5,44.1,Stressed
Soybeans,24.4,51.1,16.4,9,17.3,Stressed
Wheat,18.0,62.0,33.1,7,16.8,Stressed
Tomato,16.9,67.1,65.7,3,41.5,Stressed
Corn,27.0,51.2,45.9,4,27.0,Stressed
Tomato,25.4,64.8,41.0,5,42.4,Stressed
Soybeans,22.0,67.9,55.4,4,42.9,Stressed
Rice,19.2,52.2,53.4,5,33.5,Stressed
Soybeans,17.8,51.4,52.0,4,31.9,Stressed
Wheat,26.9,61.3,55.8,4,47.1,Stressed
Wheat,20.6,45.2,43.0,5,25.5,Stressed
Tomato,34.6,99.4,36.5,4,13.5,Stressed
Soybeans,25.9,64.5,50.7,4,35.7,Stressed
Wheat,28.0,43.3,50.7,3,34.7,Stressed
Corn,33.3,66.7,54.4,2,29.1,Stressed
Corn,19.8,53.0,55.0,3,41.3,Stressed
Rice,27.5,74.3,55.7,2,48.4,Stressed
Tomato,27.8,64.6,32.3,5,25.7,Stressed
Wheat,21.7,66.4,34.8,6,25.1,Stressed
Rice,15.6,19.4,86.3,1,45.4,Stressed
Corn,11.9,64.2,91.5,1,44.0,Stressed
Rice,19.4,83.6,60.6,4,27.6,Stressed
Rice,31.5,83.4,25.1,5,20.0,Stressed
Wheat,20.1,91.6,55.2,4,36.0,Stressed
Wheat,30.6,81.0,63.5,2,49.3,Stressed
Wheat,20.2,59.4,75.1,2,50.0,Moderate
Tomato,25.1,74.1,58.2,3,47.4,Stressed
Rice,28.0,59.5,60.4,2,42.9,Stressed
Rice,31.0,69.0,49.0,2,30.8,Stressed
Tomato,22.1,74.4,51.4,3,47.5,Stressed
Corn,21.0,61.3,65.9,3,52.6,Moderate
Soybeans,12.9,74.1,86.7,1,48.1,Stressed
Corn,22.2,51.8,43.6,5,37.4,Stressed
Tomato,44.8,70.3,32.2,2,6.1,Stressed
Rice,23.5,63.2,26.4,7,21.3,Stressed
Rice,16.3,52.6,77.3,2,49.9,Stressed
Wheat,23.9,74.4,53.0,3,34.0,Stressed
Wheat,29.3,38.7,46.5,4,29.2,Stressed
Rice,21.2,55.9,13.6,8,7.5,Stressed
Rice,18.3,60.1,68.5,3,50.5,Moderate
Wheat,40.1,82.0,10.4,4,0.0,Stressed
Wheat,27.2,58.2,55.5,3,49.8,Stressed
Corn,34.2,58.2,44.3,3,19.3,Stressed
Rice,22.6,76.6,51.4,4,40.4,Stressed
Rice,35.6,61.8,19.2,6,5.0,Stressed
Tomato,30.4,48.2,35.4,4,16.4,Stressed
Corn,28.1,96.1,46.5,3,40.9,Stressed
Soybeans,17.6,73.8,62.5,5,34.6,Stressed
Soybeans,20.6,55.2,17.7,8,8.0,Stressed
Soybeans,27.7,58.1,26.9,6,19.2,Stressed
Wheat,22.9,43.1,49.9,4,38.4,Stressed
Soybeans,27.2,63.9,27.9,6,22.7,Stressed
Tomato,22.1,74.0,61.5,4,36.7,Stressed
Wheat,27.5,33.0,53.9,3,51.0,Moderate
Wheat,21.1,63.1,66.9,3,51.9,Moderate
Soybeans,27.7,38.4,50.7,3,30.5,Stressed
Wheat,18.9,55.2,69.9,2,52.9,Moderate
Corn,22.9,62.4,36.9,6,30.2,Stressed
Corn,23.7,62.8,73.4,1,48.6,Stressed
Soybeans,19.6,95.7,53.6,4,41.1,Stressed
Tomato,21.1,64.3,77.0,1,53.9,Moderate
Wheat,26.7,51.6,54.6,4,43.3,Stressed
Rice,29.2,45.8,39.4,5,31.3,Stressed
Soybeans,26.5,51.6,66.9,2,51.4,Moderate
Wheat,28.0,65.6,29.3,6,17.0,Stressed
Soybeans,25.5,33.6,43.1,4,36.5,Stressed
Soybeans,20.8,41.9,56.7,4,35.3,Stressed
Tomato,14.6,64.4,52.6,5,14.4,Stressed
Rice,21.8,57.2,51.0,4,40.4,Stressed
Wheat,24.3,67.1,56.9,2,42.4,Stressed
Soybeans,21.2,48.0,30.1,6,21.7,Stressed
Soybeans,34.3,51.1,29.8,5,10.5,Stressed
Wheat,26.7,76.2,41.1,5,43.7,Stressed
Soybeans,24.5,69.8,40.3,5,34.9,Stressed
Soybeans,28.3,37.2,48.0,2,34.8,Stressed
Soybeans,37.1,33.7,25.0,5,0.0,Stressed
Corn,23.3,44.5,15.8,8,8.5,Stressed
Corn,19.2,51.2,82.7,2,51.6,Moderate
Rice,26.9,74.1,9.2,8,14.6,Stressed
Tomato,18.1,41.3,57.3,5,28.2,Stressed
Wheat,19.3,71.1,62.4,4,40.7,Stressed
Tomato,33.5,54.4,47.9,2,25.8,Stressed
Tomato,32.8,57.9,27.7,5,20.7,Stressed
Corn,28.9,53.4,24.1,6,13.5,Stressed
Rice,27.3,65.0,44.3,4,35.2,Stressed
Tomato,17.7,74.9,38.4,6,26.5,Stressed
Tomato,20.1,49.2,67.0,4,40.0,Stressed
Soybeans,32.9,76.6,23.0,5,7.4,Stressed
Wheat,22.0,72.7,65.0,3,50.3,Moderate
Rice,20.2,55.7,48.1,4,30.6,Stressed
Wheat,23.9,50.2,29.9,7,23.6,Stressed
Corn,28.5,81.0,36.9,5,29.1,Stressed
Tomato,23.8,55.9,63.4,3,47.7,Stressed
Tomato,23.9,57.0,31.8,6,27.7,Stressed
Wheat,11.9,66.3,59.7,5,30.4,Stressed
Corn,24.6,71.6,56.8,3,46.5,Stressed
Soybeans,31.0,80.2,40.3,3,25.1,Stressed
Soybeans,24.6,67.8,38.0,5,30.1,Stressed
Tomato,37.4,62.2,28.2,4,4.6,Stressed
Tomato,20.7,63.5,29.4,7,24.8,Stressed
Rice,22.1,41.4,52.0,4,45.7,Stressed
Wheat,21.0,55.4,78.9,1,56.0,Moderate
Tomato,20.8,45.3,59.6,3,44.8,Stressed
Corn,28.2,72.4,41.3,5,28.5,Stressed
Wheat,23.4,50.3,45.9,4,34.8,Stressed
Rice,36.7,77.1,5.0,8,0.0,Stressed
Soybeans,26.5,52.8,49.6,3,27.8,Stressed
Rice,19.8,49.9,47.8,5,28.9,Stressed
Wheat,19.0,48.9,52.7,5,32.8,Stressed
Soybeans,35.0,38.7,59.3,2,27.2,Stressed
Corn,26.3,47.5,45.6,3,27.6,Stressed
Soybeans,32.8,48.9,31.5,4,19.3,Stressed
Soybeans,25.4,74.8,49.1,4,41.0,Stressed
Corn,25.1,55.6,44.7,4,38.8,Stressed
Tomato,33.0,57.1,45.9,3,23.9,Stressed
Tomato,27.2,53.9,53.5,4,41.8,Stressed
Soybeans,27.2,75.5,58.2,2,49.1,Stressed
Soybeans,22.6,62.6,34.2,6,26.0,Stressed
Rice,30.2,46.2,5.0,11,0.0,Stressed
Tomato,24.6,40.3,62.3,2,47.8,Stressed
Corn,21.7,52.2,38.2,5,27.3,Stressed
Soybeans,37.9,78.2,36.2,3,24.2,Stressed
Soybeans,23.2,57.8,37.4,6,32.1,Stressed
Rice,20.3,77.5,54.9,3,39.7,Stressed
Rice,31.8,85.8,63.3,2,45.7,Stressed
Rice,29.1,89.3,33.3,6,19.8,Stressed
Wheat,21.0,55.2,56.2,4,44.7,Stressed
Corn,24.5,47.3,59.7,3,43.6,Stressed
Wheat,29.0,71.7,10.8,8,5.7,Stressed
Soybeans,26.3,43.5,56.4,3,44.5,Stressed
Rice,29.7,60.2,65.6,1,40.6,Stressed
Rice,25.0,46.5,51.6,3,39.1,Stressed
Rice,29.9,53.7,29.6,6,18.7,Stressed
Tomato,23.1,58.5,55.5,4,44.3,Stressed
Corn,21.1,53.1,51.6,3,38.1,Stressed
Wheat,31.3,71.1,39.8,4,20.6,Stressed
Corn,26.7,63.6,17.1,7,17.2,Stressed
Rice,29.1,45.4,38.0,5,28.0,Stressed
Soybeans,32.3,46.7,8.3,7,8.8,Stressed
Tomato,21.6,50.3,51.7,4,36.3,Stressed
Corn,28.2,79.4,41.7,4,33.0,Stressed
Soybeans,38.9,71.0,22.0,5,1.0,Stressed
Rice,24.0,30.2,40.4,6,35.9,Stressed
Rice,17.8,64.5,52.2,5,24.0,Stressed
Rice,29.9,97.7,49.6,2,39.8,Stressed
Rice,15.0,64.7,85.8,1,50.4,Moderate
Tomato,18.4,58.8,65.9,3,41.2,Stressed
Tomato,25.0,50.5,27.0,6,14.2,Stressed
Corn,24.8,45.1,50.8,3,44.1,Stressed
Rice,26.1,64.0,35.6,5,31.1,Stressed
Tomato,38.2,29.8,5.0,9,0.0,Stressed
Soybeans,25.5,49.9,38.1,5,33.0,Stressed
Tomato,21.5,59.5,62.4,3,33.8,Stressed
Tomato,21.2,76.6,52.3,4,35.8,Stressed
Corn,22.3,37.1,48.1,4,32.2,Stressed
Tomato,17.7,53.4,59.3,4,34.1,Stressed
Soybeans,28.4,69.4,59.0,2,35.5,Stressed
Rice,26.8,57.1,47.7,3,25.8,Stressed
Wheat,27.8,79.4,65.5,1,53.1,Moderate
Corn,29.8,68.2,14.5,7,9.4,Stressed
Soybeans,28.7,47.9,25.4,6,7.2,Stressed
Corn,16.7,60.4,50.8,5,25.8,Stressed
Rice,23.3,47.9,56.3,3,34.7,Stressed
Tomato,23.6,58.8,66.8,2,51.4,Moderate
Tomato,33.3,62.6,19.1,6,13.4,Stressed
Soybeans,33.8,70.1,29.2,4,15.8,Stressed
Rice,22.4,63.1,52.4,5,38.3,Stressed
Wheat,19.1,42.3,80.8,1,54.1,Moderate
Wheat,26.0,30.5,46.0,4,35.8,Stressed
Tomato,23.1,67.8,28.4,6,23.5,Stressed
Rice,24.5,28.4,45.1,4,38.5,Stressed
Rice,32.3,62.5,51.6,2,32.2,Stressed
Soybeans,26.6,45.8,44.8,4,32.6,Stressed
Wheat,22.1,59.4,64.9,2,52.7,Moderate
Soybeans,21.0,57.5,52.5,5,38.4,Stressed
Corn,16.4,64.3,53.7,4,33.3,Stressed
Rice,28.4,59.8,50.7,4,37.6,Stressed
Wheat,26.7,69.9,44.0,4,38.2,Stressed
Soybeans,28.4,63.6,34.6,5,22.4,Stressed
Tomato,24.9,76.5,47.8,4,46.5,Stressed
Corn,18.7,52.3,57.8,5,35.7,Stressed
Soybeans,25.3,43.5,44.9,4,30.9,Stressed
Tomato,31.8,63.7,65.5,1,43.7,Stressed
Wheat,25.3,58.3,66.0,2,43.9,Stressed
Wheat,34.9,65.3,47.9,2,28.1,Stressed
Corn,26.5,58.8,54.0,3,39.7,Stressed
Tomato,36.8,75.1,27.2,5,9.0,Stressed
Rice,37.3,66.8,27.4,4,7.5,Stressed
Wheat,19.6,41.5,36.0,7,23.9,Stressed
Rice,21.1,53.7,68.0,2,43.9,Stressed
Rice,22.3,62.2,47.5,5,40.7,Stressed
Soybeans,14.8,53.7,80.9,2,44.4,Stressed
Soybeans,27.8,50.6,41.1,3,29.0,Stressed
Wheat,27.6,79.0,46.1,3,38.0,Stressed
Rice,26.2,71.1,62.3,2,38.9,Stressed
Soybeans,17.7,48.7,61.8,3,36.9,Stressed
Tomato,34.5,73.3,34.0,4,10.7,Stressed
Tomato,13.7,71.8,67.2,4,41.3,Stressed
Tomato,17.1,68.7,40.0,7,24.3,Stressed
Tomato,30.3,37.0,13.8,7,0.7,Stressed
Rice,26.9,62.2,42.2,3,34.8,Stressed
Tomato,21.3,45.1,52.9,3,41.3,Stressed
Rice,25.3,56.9,62.7,2,44.8,Stressed
Wheat,25.8,76.9,62.3,3,42.7,Stressed
Wheat,32.1,54.0,20.7,6,11.2,Stressed
Tomato,17.7,57.6,46.3,6,27.9,Stressed
Tomato,26.8,38.8,57.5,2,39.8,Stressed
Tomato,31.5,62.0,19.8,6,18.5,Stressed
Wheat,19.0,81.0,84.7,1,53.5,Moderate
Soybeans,24.7,91.1,68.8,2,54.7,Moderate
Wheat,24.6,73.7,41.6,5,37.9,Stressed
Tomato,15.3,53.6,65.8,4,38.4,Stressed
Soybeans,26.8,67.0,34.0,5,35.1,Stressed
Soybeans,27.1,53.0,33.7,6,22.2,Stressed
Corn,34.0,62.4,30.1,5,11.6,Stressed
Rice,24.9,67.8,5.0,11,16.1,Stressed
Tomato,27.6,39.3,24.2,6,16.5,Stressed
Rice,33.8,71.5,37.4,4,19.9,Stressed
Corn,21.1,66.4,12.0,9,6.7,Stressed
Rice,17.9,48.8,67.5,4,38.7,Stressed
Tomato,25.7,30.1,31.9,6,19.7,Stressed
Corn,23.8,63.1,69.5,1,56.2,Moderate
Rice,24.5,70.5,37.3,5,38.6,Stressed
Wheat,22.5,55.0,52.5,5,36.8,Stressed
Soybeans,20.0,55.1,78.9,2,56.2,Moderate
Corn,30.6,68.4,51.6,2,40.0,Stressed
Wheat,24.9,50.4,63.6,2,47.7,Stressed
Tomato,38.5,70.3,31.0,4,16.8,Stressed
Soybeans,18.8,55.9,62.9,4,48.7,Stressed
Corn,37.0,63.4,35.6,3,8.7,Stressed
Soybeans,26.8,65.1,39.6,5,32.6,Stressed
Corn,25.1,83.4,47.8,4,47.3,Stressed
Corn,18.4,64.1,62.0,4,35.8,Stressed
Rice,21.0,46.4,74.7,2,48.5,Stressed
Soybeans,32.6,52.0,48.2,2,30.5,Stressed
Soybeans,9.0,52.0,46.8,7,21.4,Stressed
Wheat,14.2,67.8,80.1,2,40.6,Stressed
Tomato,15.3,59.1,43.1,5,30.4,Stressed
Wheat,32.0,59.9,15.3,6,7.3,Stressed
Rice,29.1,77.8,30.7,5,22.2,Stressed
Corn,18.9,73.2,58.7,4,44.4,Stressed
Rice,22.2,55.7,52.3,4,41.9,Stressed
Rice,25.8,85.8,35.3,5,37.0,Stressed
Wheat,31.1,93.8,34.9,5,26.7,Stressed
Corn,18.9,47.3,52.1,4,30.1,Stressed
Tomato,25.8,52.0,35.9,6,32.3,Stressed
Rice,22.9,43.8,58.6,3,42.0,Stressed
Tomato,24.4,81.1,73.0,2,53.5,Moderate
Corn,19.6,47.2,60.6,3,35.4,Stressed
Corn,26.3,52.5,52.8,3,39.7,Stressed
Wheat,20.3,95.9,29.2,7,23.1,Stressed
Soybeans,25.6,74.3,51.8,3,42.2,Stressed
Wheat,34.4,56.0,65.9,0,39.0,Stressed
Tomato,31.3,59.5,44.4,3,26.8,Stressed
Wheat,33.3,33.4,40.1,4,18.3,Stressed
Corn,26.9,59.0,34.3,6,28.3,Stressed
Rice,31.8,63.5,18.8,7,2.7,Stressed
Soybeans,14.2,43.9,91.0,1,59.2,Moderate
Corn,14.8,63.4,50.5,4,32.2,Stressed
Rice,19.0,90.8,72.4,3,44.7,Stressed
Tomato,19.4,82.1,55.0,5,33.9,Stressed
Tomato,31.3,83.7,51.7,2,21.7,Stressed
Tomato,15.9,55.6,46.6,6,29.9,Stressed
Wheat,16.9,54.2,60.9,4,34.8,Stressed
Tomato,24.3,68.8,56.9,3,50.7,Moderate
Tomato,25.8,51.9,44.1,4,31.1,Stressed
Wheat,30.3,70.6,22.5,6,6.6,Stressed
Rice,23.4,74.6,59.7,4,42.0,Stressed
Corn,23.9,92.9,57.9,2,46.9,Stressed
Soybeans,30.3,40.3,51.4,3,29.5,Stressed
Tomato,19.6,75.8,46.7,4,27.3,Stressed
Tomato,25.7,52.8,49.7,3,36.7,Stressed
Tomato,28.4,82.8,15.4,6,17.3,Stressed
Wheat,22.8,65.5,67.8,3,49.1,Stressed
Wheat,30.2,62.2,49.7,3,35.2,Stressed
Wheat,19.9,74.4,51.7,4,31.1,Stressed
Soybeans,34.4,74.8,41.0,4,20.4,Stressed
Corn,23.1,54.5,34.5,6,30.6,Stressed
Tomato,22.4,61.6,22.5,8,23.3,Stressed
Rice,16.2,51.1,56.4,4,39.5,Stressed
Tomato,18.3,62.3,81.5,2,44.4,Stressed
Tomato,20.1,74.2,63.2,3,44.8,Stressed
Tomato,18.2,83.3,55.9,3,32.3,Stressed
Tomato,17.9,32.6,48.0,6,22.8,Stressed
Corn,25.3,77.3,53.7,3,55.3,Moderate
Rice,28.6,71.4,26.9,6,17.3,Stressed
Wheat,26.7,42.4,23.9,6,20.2,Stressed
Rice,5.8,36.3,67.7,4,25.3,Stressed
Tomato,18.8,60.3,32.5,8,21.5,Stressed
Rice,31.8,58.9,27.2,5,11.4,Stressed
Tomato,16.9,60.9,30.7,7,13.2,Stressed
Rice,24.3,83.0,74.6,1,60.5,Moderate
Soybeans,18.4,37.4,46.4,4,28.4,Stressed
Rice,32.8,43.3,51.6,1,25.9,Stressed
Wheat,20.2,39.5,80.0,1,54.2,Moderate
Wheat,29.1,77.5,18.0,6,15.6,Stressed
Rice,20.7,70.6,72.6,1,43.0,Stressed
Rice,10.4,62.5,52.7,5,23.2,Stressed
Corn,27.8,52.3,59.6,2,46.1,Stressed
Rice,13.5,57.0,90.0,2,56.3,Moderate
Wheat,19.5,54.3,76.1,2,57.9,Moderate
Soybeans,36.2,69.4,43.9,4,18.1,Stressed
Wheat,43.8,88.8,9.8,6,0.0,Stressed
Corn,25.1,43.6,39.0,5,38.1,Stressed
Rice,19.7,53.6,77.9,1,52.5,Moderate
Soybeans,25.2,56.6,33.3,6,29.5,Stressed
Wheat,17.1,21.5,70.5,2,35.9,Stressed
Soybeans,22.5,73.2,65.6,2,54.5,Moderate
Tomato,34.6,61.2,28.8,4,5.4,Stressed
Wheat,26.3,65.9,5.0,10,8.4,Stressed
Tomato,16.5,51.2,51.4,4,29.1,Stressed
Soybeans,27.4,66.0,58.6,2,47.7,Stressed
Rice,14.7,57.9,68.4,3,43.7,Stressed
Rice,13.7,61.1,51.2,7,20.7,Stressed
Rice,29.6,76.5,80.2,0,59.5,Moderate
Tomato,20.4,65.5,51.9,5,42.7,Stressed
Rice,34.4,37.6,8.2,6,0.0,Stressed
Corn,18.7,58.7,32.4,7,28.7,Stressed
Wheat,32.4,78.0,48.6,2,23.6,Stressed
Wheat,34.8,57.0,5.0,9,0.0,Stressed
Soybeans,25.9,71.4,83.7,1,65.8,Moderate
Tomato,23.2,83.1,26.8,7,26.9,Stressed
Wheat,21.4,73.2,48.1,4,38.2,Stressed
Tomato,21.8,67.6,71.7,1,55.7,Moderate
Soybeans,15.4,63.3,46.0,7,24.1,Stressed
Rice,28.8,56.7,10.3,8,3.8,Stressed
Soybeans,28.6,58.5,8.9,8,1.9,Stressed
Corn,23.6,80.9,41.1,4,37.4,Stressed
Rice,25.2,70.2,40.9,5,37.6,Stressed
Rice,22.3,57.7,48.6,4,44.8,Stressed
Rice,17.7,55.8,17.4,9,8.1,Stressed
Soybeans,17.2,61.3,76.0,1,48.9,Stressed
Corn,21.6,64.9,51.1,5,43.3,Stressed
Tomato,22.6,54.7,58.6,4,43.2,Stressed
Soybeans,31.9,42.6,57.2,2,33.6,Stressed
Wheat,29.0,68.0,43.5,4,31.7,Stressed
Wheat,34.2,53.9,22.6,5,10.8,Stressed
Soybeans,29.1,50.8,30.4,5,23.1,Stressed
Tomato,15.5,53.5,69.0,4,35.3,Stressed
Wheat,16.1,50.2,69.3,3,38.5,Stressed
Tomato,18.6,71.1,54.9,4,29.0,Stressed
Rice,22.9,74.2,51.7,4,47.6,Stressed
Soybeans,20.3,70.9,64.4,3,46.1,Stressed
Rice,29.2,63.5,49.8,4,31.6,Stressed
Wheat,32.1,41.0,50.1,3,29.2,Stressed
Tomato,17.8,67.7,50.6,5,26.1,Stressed
Rice,15.1,89.7,63.3,3,41.0,Stressed
Wheat,34.9,57.2,5.0,8,0.2,Stressed
Corn,26.4,36.0,46.1,4,34.4,Stressed
Rice,21.8,70.9,27.1,7,22.7,Stressed
Corn,34.5,33.4,15.6,6,0.0,Stressed
Corn,32.5,45.7,42.1,2,18.0,Stressed
Wheat,21.5,56.2,64.7,3,52.2,Moderate
Soybeans,30.2,76.7,58.3,2,45.4,Stressed
Tomato,31.9,62.4,46.7,3,32.0,Stressed
Wheat,30.0,51.0,49.9,2,22.8,Stressed
Rice,32.6,51.3,35.0,4,11.6,Stressed
Tomato,19.3,43.7,23.3,8,15.2,Stressed
Soybeans,25.2,52.1,62.7,2,49.2,Stressed
Wheat,34.9,56.8,29.0,5,10.8,Stressed
Soybeans,22.7,61.0,58.4,4,43.4,Stressed
Rice,21.1,69.3,9.9,9,9.0,Stressed
Wheat,25.7,62.9,26.8,6,23.6,Stressed
Rice,15.5,42.2,69.5,3,35.0,Stressed
Tomato,27.0,29.6,45.5,4,33.4,Stressed
Tomato,15.0,50.5,50.6,4,27.0,Stressed
Soybeans,32.6,90.6,23.2,6,15.1,Stressed
Soybeans,15.3,55.0,76.2,2,50.9,Moderate
