city,store_name,manufacturer,brand,class,size,sku,price_bracket,year,month,value_sales,volume_sales,average_price
DAMMAM,HM No  60365  GS-CENTER-DAMMAM MAIN RD  DAMMAM,ARABIAN HARVEST CO,NAJMA,CORN,0.75L,NAJMA CORN 0.75L,71-80,2022,2,837.8,11.8,71.0
YANBU,HM No  80437  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,BAYTNA,SUNFLOWER,0.6L,BAYTNA SUNFLOWER 0.6L PREMIUM,11-20$,2023,8,19.73,1.3,15.18
YANBU,HM No  66833  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,NOUR,VEGETABLE,1.5L,NOUR VEGETABLE 1.5L PREMIUM,21-30,2023,8,13.12,0.5,26.24
MAKKAH,HM No  87436  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,GULF GOLD,COCONUT,3L,GULF GOLD COCONUT 3L TWIN PACK,31-40,2022,11,528.0,13.2,40.0
JEDDAH,HM No  98705  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,RAWABI,CORN,4L,RAWABI CORN 4L,41-50,2022,5,90.0,1.8,50.0
DAMMAM,HM No  97843  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,NOUR,SUNFLOWER,4.5L,NOUR SUNFLOWER 4.5L PREMIUM,91-100,2024,10,50.0,0.5,100.0
TABUK,HM No  99800  GS-CENTER-TABUK MAIN RD  TABUK,SAHARA EDIBLES,NOUR,SUNFLOWER,1.5L,NOUR SUNFLOWER 1.5L FAMILY PACK,31-40,2024,12,815.46,22.2,36.73
RIYADH,HM No  99016  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,NAJMA,COCONUT,0.6L,NAJMA COCONUT 0.6L,31-40,2024,1,136.4,4.4,31.0
TAIF,HM No  60609  GS-CENTER-TAIF MAIN RD  TAIF,PALM & GRAIN GROUP,NOUR,CANOLA,4L,NOUR CANOLA 4L ECO,81-90,2023,4,202.5,2.5,81.0
AL BAHA,HM No  87827  GS-CENTER-AL BAHA MAIN RD  AL BAHA,PALM & GRAIN GROUP,SABAYA,COCONUT,2.9L,SABAYA COCONUT 2.9L PREMIUM,51-60,2024,8,564.0,9.4,60.0
JEDDAH,HM No  98821  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,BAYTNA,CORN,1.5L,BAYTNA CORN 1.5L TWIN PACK,51-60,2023,8,30.6,0.6,51.0
AL KHARJ,HM No  79905  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,NOUR,VEGETABLE,1L,NOUR VEGETABLE 1L,61-70,2023,11,164.7,2.7,61.0
RIYADH,HM No  85606  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,ZAHRA,COCONUT,2.9L,ZAHRA COCONUT 2.9L,21-30,2024,12,966.0,32.2,30.0
TABUK,HM No  58277  GS-CENTER-TABUK MAIN RD  TABUK,DESERT SUN CO,LARA,SUNFLOWER,1.8L,LARA SUNFLOWER 1.8L PREMIUM,21-30,2024,3,243.0,8.1,30.0
JAZAN,HM No  83482  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,GULF GOLD,COCONUT,10L,GULF GOLD COCONUT 10L,41-50,2024,12,280.0,5.6,50.0
HAIL,HM No  84444  GS-CENTER-HAIL MAIN RD  HAIL,SAHARA EDIBLES,RIMAL,VEGETABLE,3L,RIMAL VEGETABLE 3L,91-100,2023,9,1082.9,11.9,91.0
TAIF,HM No  95461  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,NOUR,COCONUT,0.5L,NOUR COCONUT 0.5L FAMILY PACK,31-40,2024,11,58.9,1.9,31.0
AL AHSA,HM No  64828  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,BAYTNA,VEGETABLE,1.8L,BAYTNA VEGETABLE 1.8L TWIN PACK,51-60,2022,7,270.3,5.3,51.0
TABUK,HM No  75544  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,SABAYA,SUNFLOWER,1.5L,SABAYA SUNFLOWER 1.5L TWIN PACK,51-60,2022,2,510.0,10.0,51.0
TABUK,HM No  96421  GS-CENTER-TABUK MAIN RD  TABUK,NAJDI CONSUMER,HILAL,VEGETABLE,4L,HILAL VEGETABLE 4L,11-20$,2023,3,24.0,1.2,20.0
DAMMAM,HM No  81518  GS-CENTER-DAMMAM MAIN RD  DAMMAM,SAHARA EDIBLES,HILAL,SUNFLOWER,10L,HILAL SUNFLOWER 10L TWIN PACK,71-80,2023,10,96.0,1.2,80.0
TAIF,HM No  66290  GS-CENTER-TAIF MAIN RD  TAIF,DESERT SUN CO,ZAHRA,COCONUT,1L,ZAHRA COCONUT 1L TWIN PACK,71-80,2022,12,106.5,1.5,71.0
MAKKAH,HM No  88399  GS-CENTER-MAKKAH MAIN RD  MAKKAH,SAHARA EDIBLES,HILAL,SUNFLOWER,0.6L,HILAL SUNFLOWER 0.6L FAMILY PACK,51-60,2023,1,117.3,2.3,51.0
AL BAHA,HM No  57686  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,BAYTNA,CANOLA,10L,BAYTNA CANOLA 10L FAMILY PACK,101+,2023,4,3164.0,22.6,140.0
AL BAHA,HM No  78722  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,ZAHRA,VEGETABLE,9L,ZAHRA VEGETABLE 9L PREMIUM,81-90,2022,2,639.0,7.1,90.0
MAKKAH,HM No  72372  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,NAJMA,SUNFLOWER,1L,NAJMA SUNFLOWER 1L,81-90,2023,10,40.5,0.5,81.0
DAMMAM,HM No  96514  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,LARA,COCONUT,3L,LARA COCONUT 3L,21-30,2024,10,21.0,0.7,30.0
AL AHSA,HM No  73760  GS-CENTER-AL AHSA MAIN RD  AL AHSA,AL HILAL INDUSTRIES,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L,21-30,2023,12,246.0,8.2,30.0
MAKKAH,HM No  68079  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,BAYTNA,CORN,1.8L,BAYTNA CORN 1.8L FAMILY PACK,51-60,2023,2,684.11,11.7,58.47
RIYADH,HM No  56627  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,HILAL,VEGETABLE,2.9L,HILAL VEGETABLE 2.9L TWIN PACK,101+,2023,11,50.5,0.5,101.0
TABUK,HM No  56813  GS-CENTER-TABUK MAIN RD  TABUK,BLUE OASIS CO,BAYTNA,VEGETABLE,4L,BAYTNA VEGETABLE 4L ECO,101+,2024,11,777.7,7.7,101.0
JAZAN,HM No  52759  GS-CENTER-JAZAN MAIN RD  JAZAN,ARABIAN HARVEST CO,RIMAL,CANOLA,4L,RIMAL CANOLA 4L,21-30,2022,6,516.0,17.2,30.0
AL AHSA,HM No  94080  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,RAWABI,CANOLA,1.5L,RAWABI CANOLA 1.5L FAMILY PACK,81-90,2023,10,534.6,6.6,81.0
AL KHARJ,HM No  52442  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RAWABI,CANOLA,0.75L,RAWABI CANOLA 0.75L PREMIUM,31-40,2022,11,486.7,15.7,31.0
HAIL,HM No  56475  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,RAWABI,CANOLA,9L,RAWABI CANOLA 9L ECO,51-60,2023,11,120.0,2.0,60.0
HAIL,HM No  73093  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,LARA,SUNFLOWER,10L,LARA SUNFLOWER 10L,61-70,2023,12,1498.0,21.4,70.0
AL BAHA,HM No  67247  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,HILAL,VEGETABLE,10L,HILAL VEGETABLE 10L PREMIUM,61-70,2024,7,56.0,0.8,70.0
HAIL,HM No  61275  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,ZAHRA,CORN,1.5L,ZAHRA CORN 1.5L PREMIUM,91-100,2024,4,1483.3,16.3,91.0
HAIL,HM No  70043  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,ZAHRA,SUNFLOWER,1.5L,ZAHRA SUNFLOWER 1.5L PREMIUM,81-90,2024,3,186.3,2.3,81.0
JAZAN,HM No  63248  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,SABAYA,CORN,1.5L,SABAYA CORN 1.5L ECO,61-70,2022,3,1281.0,21.0,61.0
HAIL,HM No  51043  GS-CENTER-HAIL MAIN RD  HAIL,ARABIAN HARVEST CO,HILAL,VEGETABLE,1L,HILAL VEGETABLE 1L PREMIUM,91-100,2023,9,709.8,7.8,91.0
AL KHARJ,HM No  61659  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,RIMAL,CANOLA,0.75L,RIMAL CANOLA 0.75L,21-30,2024,10,14.7,0.7,21.0
AL BAHA,HM No  76518  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,GULF GOLD,CORN,3L,GULF GOLD CORN 3L PLUS,71-80,2022,7,64.0,0.8,80.0
JEDDAH,HM No  98253  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NAJDI CONSUMER,RIMAL,VEGETABLE,0.5L,RIMAL VEGETABLE 0.5L PLUS,41-50,2023,1,668.3,16.3,41.0
TAIF,HM No  85912  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,LARA,CANOLA,2.9L,LARA CANOLA 2.9L TWIN PACK,41-50,2022,4,2935.0,58.7,50.0
YANBU,HM No  92460  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,GULF GOLD,CANOLA,1L,GULF GOLD CANOLA 1L TWIN PACK,11-20$,2024,8,78.0,3.9,20.0
YANBU,HM No  77166  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,RAWABI,COCONUT,3L,RAWABI COCONUT 3L PREMIUM,71-80,2024,10,344.0,4.3,80.0
JAZAN,HM No  98941  GS-CENTER-JAZAN MAIN RD  JAZAN,NAJDI CONSUMER,NOUR,CORN,1.8L,NOUR CORN 1.8L PLUS,61-70,2022,6,42.7,0.7,61.0
AL KHARJ,HM No  73401  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,ARABIAN HARVEST CO,GULF GOLD,CORN,9L,GULF GOLD CORN 9L TWIN PACK,91-100,2024,3,620.0,6.2,100.0
JEDDAH,HM No  83256  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,BAYTNA,CORN,0.5L,BAYTNA CORN 0.5L PREMIUM,41-50,2024,6,438.7,10.7,41.0
MAKKAH,HM No  96015  GS-CENTER-MAKKAH MAIN RD  MAKKAH,AL HILAL INDUSTRIES,SABAYA,CORN,4L,SABAYA CORN 4L,81-90,2024,8,45.0,0.5,90.0
YANBU,HM No  88735  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,ZAHRA,COCONUT,0.2L,ZAHRA COCONUT 0.2L PREMIUM,81-90,2024,11,874.8,10.8,81.0
RIYADH,HM No  72780  GS-CENTER-RIYADH MAIN RD  RIYADH,BLUE OASIS CO,GULF GOLD,CANOLA,4.5L,GULF GOLD CANOLA 4.5L PLUS,21-30,2024,5,15.0,0.5,30.0
AL AHSA,HM No  66515  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NOVA FOODS,RIMAL,SUNFLOWER,1.8L,RIMAL SUNFLOWER 1.8L FAMILY PACK,31-40,2023,4,592.0,14.8,40.0
AL BAHA,HM No  79629  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,BAYTNA,CORN,1.5L,BAYTNA CORN 1.5L TWIN PACK,101+,2024,7,70.7,0.7,101.0
DAMMAM,HM No  85364  GS-CENTER-DAMMAM MAIN RD  DAMMAM,DESERT SUN CO,NAJMA,VEGETABLE,0.2L,NAJMA VEGETABLE 0.2L FAMILY PACK,61-70,2024,2,536.8,8.8,61.0
JEDDAH,HM No  90229  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,BAYTNA,SUNFLOWER,9L,BAYTNA SUNFLOWER 9L TWIN PACK,41-50,2022,10,695.0,13.9,50.0
DAMMAM,HM No  61877  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L,21-30,2023,10,219.0,7.3,30.0
MAKKAH,HM No  94915  GS-CENTER-MAKKAH MAIN RD  MAKKAH,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,9L,RAWABI SUNFLOWER 9L ECO,31-40,2023,3,444.0,11.1,40.0
JEDDAH,HM No  70394  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,GULF GOLD,SUNFLOWER,1L,GULF GOLD SUNFLOWER 1L ECO,21-30,2022,5,408.0,13.6,30.0
JAZAN,HM No  63146  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,NOUR,CANOLA,1.5L,NOUR CANOLA 1.5L ECO,21-30,2024,5,63.63,2.2,28.92
RIYADH,HM No  89725  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L PLUS,21-30,2022,1,417.0,13.9,30.0
AL KHARJ,HM No  50824  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,NOVA FOODS,NOUR,SUNFLOWER,1L,NOUR SUNFLOWER 1L,101+,2024,6,1434.2,14.2,101.0
JEDDAH,HM No  61297  GS-CENTER-JEDDAH MAIN RD  JEDDAH,AL HILAL INDUSTRIES,RIMAL,SUNFLOWER,0.6L,RIMAL SUNFLOWER 0.6L PREMIUM,41-50,2023,2,434.6,10.6,41.0
AL BAHA,HM No  60136  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,RIMAL,COCONUT,2.9L,RIMAL COCONUT 2.9L FAMILY PACK,31-40,2024,3,344.0,8.6,40.0
YANBU,HM No  51988  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,BAYTNA,CANOLA,10L,BAYTNA CANOLA 10L PLUS,51-60,2022,6,102.0,1.7,60.0
AL BAHA,HM No  61823  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,ZAHRA,SUNFLOWER,0.75L,ZAHRA SUNFLOWER 0.75L PREMIUM,31-40,2024,6,390.6,12.6,31.0
YANBU,HM No  93154  GS-CENTER-YANBU MAIN RD  YANBU,PALM & GRAIN GROUP,SABAYA,CANOLA,4.5L,SABAYA CANOLA 4.5L PREMIUM,21-30,2023,4,69.0,2.3,30.0
HAIL,HM No  59265  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,SABAYA,COCONUT,10L,SABAYA COCONUT 10L ECO,11-20$,2023,1,56.0,2.8,20.0
YANBU,HM No  93231  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,BAYTNA,CANOLA,4.5L,BAYTNA CANOLA 4.5L FAMILY PACK,61-70,2024,10,385.0,5.5,70.0
AL AHSA,HM No  96019  GS-CENTER-AL AHSA MAIN RD  AL AHSA,PALM & GRAIN GROUP,BAYTNA,COCONUT,1L,BAYTNA COCONUT 1L PLUS,31-40,2023,4,284.0,7.1,40.0
TABUK,HM No  91047  GS-CENTER-TABUK MAIN RD  TABUK,PALM & GRAIN GROUP,RAWABI,SUNFLOWER,1.8L,RAWABI SUNFLOWER 1.8L,81-90,2022,8,64.8,0.8,81.0
JEDDAH,HM No  71070  GS-CENTER-JEDDAH MAIN RD  JEDDAH,BLUE OASIS CO,RIMAL,SUNFLOWER,1L,RIMAL SUNFLOWER 1L ECO,51-60,2024,12,244.8,4.8,51.0
RIYADH,HM No  84573  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,HILAL,CANOLA,1L,HILAL CANOLA 1L PREMIUM,101+,2024,3,1090.8,10.8,101.0
AL BAHA,HM No  70555  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NOVA FOODS,BAYTNA,CANOLA,0.2L,BAYTNA CANOLA 0.2L PLUS,71-80,2022,6,227.2,3.2,71.0
AL KHARJ,HM No  53436  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,PALM & GRAIN GROUP,BAYTNA,VEGETABLE,0.6L,BAYTNA VEGETABLE 0.6L PREMIUM,61-70,2024,12,189.1,3.1,61.0
RIYADH,HM No  64057  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,SABAYA,COCONUT,0.75L,SABAYA COCONUT 0.75L FAMILY PACK,61-70,2022,12,616.1,10.1,61.0
TAIF,HM No  82458  GS-CENTER-TAIF MAIN RD  TAIF,AL HILAL INDUSTRIES,RIMAL,VEGETABLE,0.2L,RIMAL VEGETABLE 0.2L,71-80,2022,12,220.1,3.1,71.0
JEDDAH,HM No  69034  GS-CENTER-JEDDAH MAIN RD  JEDDAH,NOVA FOODS,HILAL,CORN,0.6L,HILAL CORN 0.6L ECO,41-50,2023,7,487.9,11.9,41.0
RIYADH,HM No  60218  GS-CENTER-RIYADH MAIN RD  RIYADH,SAHARA EDIBLES,RIMAL,COCONUT,4L,RIMAL COCONUT 4L FAMILY PACK,51-60,2023,11,540.0,9.0,60.0
AL AHSA,HM No  96541  GS-CENTER-AL AHSA MAIN RD  AL AHSA,NAJDI CONSUMER,HILAL,CORN,1.8L,HILAL CORN 1.8L FAMILY PACK,11-20$,2023,7,216.0,10.8,20.0
JAZAN,HM No  68224  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,SABAYA,CORN,4L,SABAYA CORN 4L,71-80,2022,12,1208.0,15.1,80.0
YANBU,HM No  58446  GS-CENTER-YANBU MAIN RD  YANBU,AL HILAL INDUSTRIES,ZAHRA,CANOLA,0.5L,ZAHRA CANOLA 0.5L TWIN PACK,81-90,2022,3,170.1,2.1,81.0
AL KHARJ,HM No  71455  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,LARA,SUNFLOWER,1L,LARA SUNFLOWER 1L PREMIUM,51-60,2023,10,612.0,12.0,51.0
TABUK,HM No  57110  GS-CENTER-TABUK MAIN RD  TABUK,ARABIAN HARVEST CO,RAWABI,COCONUT,0.5L,RAWABI COCONUT 0.5L PREMIUM,81-90,2022,3,461.7,5.7,81.0
AL KHARJ,HM No  52339  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,BLUE OASIS CO,SABAYA,CANOLA,0.5L,SABAYA CANOLA 0.5L TWIN PACK,11-20$,2023,3,33.0,3.0,11.0
JEDDAH,HM No  99973  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L PLUS,81-90,2024,3,1899.0,21.1,90.0
YANBU,HM No  89125  GS-CENTER-YANBU MAIN RD  YANBU,NOVA FOODS,BAYTNA,COCONUT,10L,BAYTNA COCONUT 10L TWIN PACK,61-70,2022,10,567.0,8.1,70.0
RIYADH,HM No  60008  GS-CENTER-RIYADH MAIN RD  RIYADH,DESERT SUN CO,LARA,COCONUT,1.5L,LARA COCONUT 1.5L ECO,41-50,2024,1,512.6,11.0,46.6
JAZAN,HM No  74905  GS-CENTER-JAZAN MAIN RD  JAZAN,SAHARA EDIBLES,LARA,VEGETABLE,0.5L,LARA VEGETABLE 0.5L TWIN PACK,31-40,2024,4,706.8,22.8,31.0
HAIL,HM No  93123  GS-CENTER-HAIL MAIN RD  HAIL,BLUE OASIS CO,NAJMA,SUNFLOWER,0.5L,NAJMA SUNFLOWER 0.5L TWIN PACK,101+,2024,5,393.9,3.9,101.0
AL KHARJ,HM No  60557  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,BAYTNA,CORN,0.2L,BAYTNA CORN 0.2L,21-30,2023,9,1167.6,55.6,21.0
AL KHARJ,HM No  51144  GS-CENTER-AL KHARJ MAIN RD  AL KHARJ,SAHARA EDIBLES,NOUR,CORN,0.2L,NOUR CORN 0.2L TWIN PACK,21-30,2024,4,390.6,18.6,21.0
RIYADH,HM No  74983  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,RIMAL,CANOLA,1.8L,RIMAL CANOLA 1.8L PREMIUM,21-30,2022,11,258.0,8.6,30.0
RIYADH,HM No  86938  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,NAJMA,SUNFLOWER,4L,NAJMA SUNFLOWER 4L FAMILY PACK,71-80,2023,11,80.0,1.0,80.0
AL AHSA,HM No  75347  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L PLUS,61-70,2024,8,280.0,4.0,70.0
YANBU,HM No  60036  GS-CENTER-YANBU MAIN RD  YANBU,BLUE OASIS CO,BAYTNA,CORN,0.75L,BAYTNA CORN 0.75L TWIN PACK,51-60,2024,12,836.4,16.4,51.0
DAMMAM,HM No  75457  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NAJDI CONSUMER,GULF GOLD,CORN,9L,GULF GOLD CORN 9L,71-80,2023,3,4832.0,60.4,80.0
RIYADH,HM No  80142  GS-CENTER-RIYADH MAIN RD  RIYADH,PALM & GRAIN GROUP,BAYTNA,COCONUT,1.8L,BAYTNA COCONUT 1.8L TWIN PACK,61-70,2022,7,31.08,0.5,62.16
JAZAN,HM No  77376  GS-CENTER-JAZAN MAIN RD  JAZAN,BLUE OASIS CO,SABAYA,SUNFLOWER,1.8L,SABAYA SUNFLOWER 1.8L ECO,61-70,2023,6,85.4,1.4,61.0
AL BAHA,HM No  76141  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,BAYTNA,COCONUT,0.75L,BAYTNA COCONUT 0.75L TWIN PACK,41-50,2024,4,184.5,4.5,41.0
MAKKAH,HM No  93209  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,SABAYA,VEGETABLE,10L,SABAYA VEGETABLE 10L ECO,61-70,2024,5,588.0,8.4,70.0
TAIF,HM No  75744  GS-CENTER-TAIF MAIN RD  TAIF,SAHARA EDIBLES,SABAYA,CANOLA,3L,SABAYA CANOLA 3L FAMILY PACK,81-90,2023,10,858.6,10.6,81.0
JAZAN,HM No  53334  GS-CENTER-JAZAN MAIN RD  JAZAN,AL HILAL INDUSTRIES,HILAL,CORN,3L,HILAL CORN 3L TWIN PACK,71-80,2024,7,40.0,0.5,80.0
DAMMAM,HM No  79031  GS-CENTER-DAMMAM MAIN RD  DAMMAM,NOVA FOODS,HILAL,SUNFLOWER,4L,HILAL SUNFLOWER 4L FAMILY PACK,31-40,2023,12,392.0,9.8,40.0
AL BAHA,HM No  86920  GS-CENTER-AL BAHA MAIN RD  AL BAHA,SAHARA EDIBLES,RAWABI,VEGETABLE,10L,RAWABI VEGETABLE 10L TWIN PACK,31-40,2023,6,20.0,0.5,40.0
YANBU,HM No  66102  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,SABAYA,CORN,4L,SABAYA CORN 4L PREMIUM,91-100,2024,11,970.0,9.7,100.0
RIYADH,HM No  94314  GS-CENTER-RIYADH MAIN RD  RIYADH,ARABIAN HARVEST CO,ZAHRA,CANOLA,0.2L,ZAHRA CANOLA 0.2L,11-20$,2023,2,107.8,9.8,11.0
HAIL,HM No  73376  GS-CENTER-HAIL MAIN RD  HAIL,AL HILAL INDUSTRIES,GULF GOLD,COCONUT,1L,GULF GOLD COCONUT 1L,61-70,2024,6,536.8,8.8,61.0
AL AHSA,HM No  79269  GS-CENTER-AL AHSA MAIN RD  AL AHSA,BLUE OASIS CO,NOUR,COCONUT,1L,NOUR COCONUT 1L PLUS,21-30,2024,3,1404.0,46.8,30.0
DAMMAM,HM No  60699  GS-CENTER-DAMMAM MAIN RD  DAMMAM,PALM & GRAIN GROUP,ZAHRA,VEGETABLE,4L,ZAHRA VEGETABLE 4L ECO,31-40,2024,9,232.0,5.8,40.0
AL BAHA,HM No  80773  GS-CENTER-AL BAHA MAIN RD  AL BAHA,NAJDI CONSUMER,HILAL,CANOLA,4.5L,HILAL CANOLA 4.5L TWIN PACK,81-90,2022,1,441.0,4.9,90.0
DAMMAM,HM No  74965  GS-CENTER-DAMMAM MAIN RD  DAMMAM,BLUE OASIS CO,RAWABI,SUNFLOWER,0.6L,RAWABI SUNFLOWER 0.6L,101+,2024,6,919.1,9.1,101.0
YANBU,HM No  88331  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,SABAYA,CANOLA,2.9L,SABAYA CANOLA 2.9L FAMILY PACK,101+,2023,6,2676.5,26.5,101.0
JEDDAH,HM No  74246  GS-CENTER-JEDDAH MAIN RD  JEDDAH,ARABIAN HARVEST CO,GULF GOLD,COCONUT,4L,GULF GOLD COCONUT 4L PLUS,71-80,2022,2,600.0,7.5,80.0
AL BAHA,HM No  62919  GS-CENTER-AL BAHA MAIN RD  AL BAHA,DESERT SUN CO,LARA,CANOLA,1.5L,LARA CANOLA 1.5L PREMIUM,81-90,2022,10,4398.3,54.3,81.0
AL AHSA,HM No  77376  GS-CENTER-AL AHSA MAIN RD  AL AHSA,SAHARA EDIBLES,NOUR,CORN,0.75L,NOUR CORN 0.75L PREMIUM,51-60,2024,1,535.5,10.5,51.0
YANBU,HM No  70877  GS-CENTER-YANBU MAIN RD  YANBU,SAHARA EDIBLES,NAJMA,COCONUT,9L,NAJMA COCONUT 9L PLUS,51-60,2023,7,756.0,12.6,60.0
HAIL,HM No  52651  GS-CENTER-HAIL MAIN RD  HAIL,NAJDI CONSUMER,SABAYA,CANOLA,1.5L,SABAYA CANOLA 1.5L PREMIUM,11-20$,2022,10,10.0,0.5,20.0
RIYADH,HM No  98145  GS-CENTER-RIYADH MAIN RD  RIYADH,NOVA FOODS,LARA,SUNFLOWER,0.75L,LARA SUNFLOWER 0.75L ECO,71-80,2023,1,795.2,11.2,71.0
MAKKAH,HM No  94033  GS-CENTER-MAKKAH MAIN RD  MAKKAH,NAJDI CONSUMER,RAWABI,CORN,1.5L,RAWABI CORN 1.5L PREMIUM,71-80,2023,12,333.7,4.7,71.0
HAIL,HM No  58673  GS-CENTER-HAIL MAIN RD  HAIL,DESERT SUN CO,LARA,VEGETABLE,0.75L,LARA VEGETABLE 0.75L ECO,51-60,2023,2,91.8,1.8,51.0
YANBU,HM No  94027  GS-CENTER-YANBU MAIN RD  YANBU,ARABIAN HARVEST CO,NOUR,VEGETABLE,0.5L,NOUR VEGETABLE 0.5L,31-40,2022,4,362.7,11.7,31.0
JEDDAH,HM No  61606  GS-CENTER-JEDDAH MAIN RD  JEDDAH,DESERT SUN CO,ZAHRA,COCONUT,4L,ZAHRA COCONUT 4L TWIN PACK,21-30,2022,1,315.0,10.5,30.0
MAKKAH,HM No  50881  GS-CENTER-MAKKAH MAIN RD  MAKKAH,DESERT SUN CO,RIMAL,CANOLA,0.6L,RIMAL CANOLA 0.6L PREMIUM,81-90,2024,6,137.7,1.7,81.0
AL BAHA,HM No  56935  GS-CENTER-AL BAHA MAIN RD  AL BAHA,ARABIAN HARVEST CO,NAJMA,COCONUT,0.75L,NAJMA COCONUT 0.75L FAMILY PACK,21-30,2022,2,273.0,9.1,30.0
